transaction_id,date,num_of_items,order_list,employee,total
230115113,230115,5,"{106004,101020,102001,105009,105014}",Oppenheimer,20.0
230115114,230115,7,"{103001,103001,104005,104026,103001,106012,104013}",Natalie,30.85
230115115,230115,5,"{103001,103001,101010,101016,101022}",Oppenheimer,19.6
230115116,230115,6,"{104011,102013,102016,102004,201020,201009}",Wylie,11.25
230115117,230115,8,"{101001,104012,105015,101001,104019,103001,104035,104041}",Madison,32.0
230115118,230115,4,"{103001,103001,103001,104004}",Precilla,17.4
230115119,230115,1,"{105024}",Stacy,5.95
230116000,230116,1,"{105009}",Natalie,5.95
230116001,230116,3,"{104018,201011,104027}",Gabe,11.65
230116002,230116,2,"{201015,101020}",Rebecca,7.4
230116003,230116,3,"{104035,201008,106009}",Zimbabwe,11.85
230116004,230116,9,"{103001,103001,105017,101024,102016,104033,104014,104029,101017}",Kelly,35.75
230116005,230116,3,"{101012,101019,201006}",Tatiana,12.35
230116006,230116,5,"{105026,105012,104038,101003,105013}",Indigo,24.25
230116007,230116,6,"{104020,101015,101006,105011,103001,104002}",Bethany,23.75
230116008,230116,9,"{106001,101013,101013,103001,105002,102009,103001,102016,103001}",Jessica,26.75
230116009,230116,2,"{101004,104021}",Helen,9.4
230116010,230116,8,"{105004,101010,104006,103001,105004,102010,103001,201004}",Lily,29.35
230116011,230116,9,"{102006,104032,101007,105016,103001,104025,104027,101023,103001}",Helen,37.65
230116012,230116,5,"{102001,106010,103001,104011,103001}",Uranium,14.8
230116013,230116,5,"{103001,102016,102018,105016,101011}",Precilla,15.55
230116014,230116,8,"{101003,201012,104045,201014,102016,102010,105011,105025}",Jessica,25.1
230116015,230116,7,"{103001,101008,103001,103001,105014,105026,104032}",Zimbabwe,34.95
230116016,230116,7,"{201002,104006,104037,106006,103001,105015,104026}",Indigo,28.65
230116017,230116,3,"{105008,106008,103001}",Xerxes,14.55
230116018,230116,3,"{101021,101010,106001}",Natalie,13.85
230116019,230116,6,"{201009,106012,201015,105021,103001,201014}",Uranium,23.0
230116020,230116,7,"{104028,105021,105005,105015,101017,101004,105013}",Lily,31.7
230116021,230116,6,"{201001,105005,103001,105014,201020,103001}",Jessica,27.4
230116022,230116,3,"{104030,105008,101023}",Jessica,16.55
230116023,230116,2,"{103001,103001}",Madison,8.8
230116024,230116,6,"{104023,105009,102016,105006,104039,103001}",Vector,28.35
230116025,230116,9,"{101001,104017,104029,201001,101024,201009,104041,103001,103001}",Kelly,36.35
230116026,230116,5,"{105029,106001,103001,101014,103001}",Uranium,40.0
230116027,230116,4,"{102014,104001,102018,105021}",Bethany,10.2
230116028,230116,7,"{103001,101002,102003,201009,106010,201002,104044}",Xerxes,21.7
230116029,230116,1,"{105030}",Gabe,5.95
230116030,230116,7,"{104015,103001,201005,101020,201019,101016,102018}",Madison,18.55
230116031,230116,6,"{104041,104021,101024,101011,101015,105009}",Kelly,24.95
230116032,230116,2,"{104044,101006}",Stacy,7.7
230116033,230116,8,"{105006,106001,105022,106002,104003,101023,105007,104021}",Lily,41.6
230116034,230116,5,"{105005,101001,201018,103001,104018}",Xerxes,21.45
230116035,230116,5,"{102003,106012,103001,201018,105016}",Amy,18.3
230116036,230116,4,"{105024,104036,102008,105001}",Rebecca,16.15
230116037,230116,4,"{103001,104039,201016,201007}",Gabe,14.1
230116038,230116,9,"{103001,103001,103001,105009,103001,103001,105022,201012,101002}",Stacy,41.35
230116039,230116,8,"{103001,104026,102017,102008,201008,106006,104022,104037}",Rebecca,23.0
230116040,230116,3,"{104015,201015,101012}",Uranium,12.35
230116041,230116,9,"{103001,104020,104041,105015,101024,105018,101014,104044,103001}",Jessica,56.5
230116042,230116,7,"{103001,105002,101018,102003,106009,105018,104031}",Tatiana,26.05
230116043,230116,2,"{104027,103001}",Xerxes,10.4
230116044,230116,8,"{101022,103001,102003,102008,101013,104031,101008,106002}",Helen,26.85
230116045,230116,4,"{102010,104001,104017,102011}",Felix,7.4
230116046,230116,1,"{103001}",Precilla,5.65
230116047,230116,8,"{104004,104031,103001,103001,104037,104042,201012,105002}",Tatiana,34.8
230116048,230116,1,"{101011}",Rebecca,4.45
230116049,230116,8,"{102013,103001,101017,104006,106007,105002,102008,103001}",Stacy,23.05
230116050,230116,6,"{104004,105001,101024,102017,102010,105003}",Natalie,20.1
230116051,230116,1,"{104027}",Precilla,4.95
230116052,230116,6,"{104012,103001,101014,105022,103001,103001}",Felix,43.95
230116053,230116,3,"{105005,104018,101010}",Rebecca,13.85
230116054,230116,7,"{105009,105022,102005,104003,104020,103001,104017}",Jessica,25.0
230116055,230116,5,"{201020,101006,104003,103001,104018}",Tatiana,19.75
230116056,230116,1,"{201002}",Quavo,2.25
230116057,230116,4,"{104038,104007,105010,103001}",Oppenheimer,17.5
230116058,230116,5,"{103001,104011,104044,103001,104022}",Natalie,20.75
230116059,230116,3,"{105001,102016,104015}",Xerxes,9.6
230116060,230116,2,"{103001,105017}",Cecile,10.9
230116061,230116,3,"{101021,201011,106003}",Xerxes,14.15
230116062,230116,1,"{201008}",Helen,2.95
230116063,230116,6,"{102006,105015,105002,103001,105024,104045}",Helen,27.7
230116064,230116,5,"{105014,101006,101019,103001,104010}",Bethany,22.45
230116065,230116,2,"{104006,101014}",Felix,23.45
230116066,230116,4,"{106011,103001,104036,106010}",Tatiana,18.1
230116067,230116,6,"{104026,104029,104026,106008,104007,105023}",Gabe,26.4
230116068,230116,1,"{103001}",Oppenheimer,5.45
230116069,230116,1,"{103001}",Tatiana,4.45
230116070,230116,3,"{201014,106004,103001}",Lily,12.15
230116071,230116,6,"{104021,102008,104013,106006,101004,103001}",Quavo,20.55
230116072,230116,9,"{104017,106011,103001,104033,103001,102001,106005,106002,103001}",Stacy,35.0
230116073,230116,9,"{102003,201011,105024,101015,103001,104009,104034,103001,103001}",Oppenheimer,31.25
230116074,230116,1,"{104016}",Kelly,2.95
230116075,230116,5,"{103001,106011,102019,201016,201003}",Rebecca,13.8
230116076,230116,5,"{103001,201006,201015,104029,104026}",Stacy,19.75
230116077,230116,5,"{106010,102016,101008,103001,103001}",Uranium,19.7
230116078,230116,2,"{106007,103001}",Indigo,8.7
230116079,230116,8,"{103001,105001,201020,201009,105003,102018,105024,104015}",Uranium,33.45
230116080,230116,9,"{103001,106011,103001,104015,104042,105003,105004,103001,102010}",Indigo,36.4
230116081,230116,4,"{106002,201005,105021,104028}",Precilla,18.5
230116082,230116,5,"{105007,103001,106012,103001,103001}",Uranium,24.95
230116083,230116,2,"{104040,103001}",Kelly,7.4
230116084,230116,1,"{103001}",Precilla,5.45
230116085,230116,8,"{104014,103001,103001,102019,201004,201011,101018,106011}",Wylie,23.3
230116086,230116,1,"{104035}",Xerxes,4.45
230116087,230116,5,"{103001,103001,101017,102007,104021}",Helen,17.15
230116088,230116,9,"{102002,103001,103001,101013,102016,104014,103001,102017,201021}",Cecile,23.15
230116089,230116,9,"{103001,105008,104022,104031,103001,106001,102019,103001,101010}",Helen,38.1
230116090,230116,1,"{105030}",Lily,5.95
230116091,230116,1,"{103001}",Indigo,4.65
230116092,230116,7,"{103001,104015,105004,103001,103001,105020,103001}",Precilla,34.75
230116093,230116,3,"{104036,104042,102011}",Natalie,9.0
230116094,230116,5,"{201002,102014,103001,101015,101004}",Cecile,12.25
230116095,230116,8,"{101008,106003,103001,103001,104009,101004,103001,104003}",Natalie,35.8
230116096,230116,6,"{103001,105005,103001,103001,101023,201017}",Stacy,30.4
230116097,230116,2,"{104037,101013}",Lily,4.45
230116098,230116,9,"{104014,201021,105028,104005,106001,103001,101011,102017,105004}",Emily,36.6
230116099,230116,7,"{102016,101004,104018,201011,104020,104002,104010}",Cecile,22.1
230116100,230116,9,"{102007,201008,104032,103001,201010,105010,106001,101012,201005}",Jessica,31.6
230116101,230116,1,"{101011}",Rebecca,4.45
230116102,230116,2,"{101004,105010}",Kelly,8.7
230116103,230116,4,"{104008,104030,106005,105007}",Stacy,17.1
230116104,230116,1,"{102016}",Amy,0.5
230116105,230116,2,"{201021,104011}",Lily,6.5
230116106,230116,3,"{102005,105026,102019}",Wylie,5.65
230116107,230116,4,"{101020,104041,103001,105017}",Bethany,18.4
230116108,230116,6,"{104010,105030,103001,106004,201013,105002}",Gabe,25.6
230116109,230116,5,"{201007,103001,105023,104028,104045}",Lily,22.45
230116110,230116,3,"{104037,103001,104002}",Quavo,12.85
230116111,230116,4,"{103001,105004,201022,103001}",Amy,18.5
230116112,230116,5,"{201019,201002,101022,105013,106007}",Gabe,18.65
230116113,230116,3,"{101006,102015,106007}",Xerxes,8.7
230116114,230116,3,"{201015,104034,105030}",Vector,12.85
230116115,230116,6,"{105022,104002,106007,101008,103001,101014}",Amy,39.05
230116116,230116,2,"{104025,101015}",Precilla,3.95
230116117,230116,5,"{103001,106005,103001,102006,103001}",Wylie,19.45
230116118,230116,8,"{104033,102018,104025,104015,105028,105006,201014,105007}",Quavo,34.65
230116119,230116,3,"{201019,101005,201016}",Amy,10.15
230116120,230116,1,"{105028}",Bethany,4.95
230116121,230116,5,"{103001,104008,106010,105024,101016}",Wylie,17.9
230116122,230116,7,"{103001,103001,105019,103001,201017,103001,105008}",Zimbabwe,31.65
230116123,230116,9,"{201001,103001,101019,106004,103001,201006,103001,104038,103001}",Xerxes,36.15
230116124,230116,5,"{103001,103001,201019,104044,102017}",Uranium,17.3
230116125,230116,7,"{103001,101009,103001,201019,201011,102018,101012}",Emily,24.9
230116126,230116,2,"{201017,103001}",Kelly,8.4
230116127,230116,7,"{103001,104001,103001,201009,104006,104023,103001}",Quavo,30.95
230116128,230116,3,"{104016,103001,105022}",Cecile,12.35
230116129,230116,7,"{105026,201013,105021,101012,103001,104026,106001}",Stacy,33.95
230116130,230116,8,"{101005,103001,105004,103001,104037,104037,101012,104024}",Uranium,38.6
230116131,230116,1,"{104043}",Rebecca,2.95
230116132,230116,4,"{201001,101013,102018,201018}",Quavo,6.2
230116133,230116,8,"{103001,104029,106002,103001,106002,105006,105004,201021}",Kelly,42.6
230116134,230116,5,"{103001,103001,201011,101011,104039}",Tatiana,21.05
230116135,230116,2,"{103001,104016}",Stacy,7.6
230116136,230116,2,"{105003,104033}",Lily,11.4
230116137,230116,7,"{104021,101018,101009,104016,102009,102015,101023}",Xerxes,20.2
230116138,230116,2,"{103001,201015}",Gabe,8.6
230116139,230116,5,"{201017,103001,105007,104003,101020}",Rebecca,20.55
230116140,230116,4,"{103001,201002,104006,105019}",Bethany,16.5
230117000,230117,3,"{201001,103001,101013}",Madison,7.4
230117001,230117,7,"{105003,104018,102013,104045,104023,103001,104035}",Bethany,28.1
230117002,230117,9,"{105010,104017,101014,105019,201009,104041,104029,105026,101004}",Wylie,54.5
230117003,230117,4,"{101009,101002,104039,101018}",Uranium,12.85
230117004,230117,3,"{104032,201007,106010}",Felix,11.85
230117005,230117,7,"{103001,104035,105013,104018,106005,201009,104034}",Felix,27.15
230117006,230117,5,"{105017,104041,101019,103001,101017}",Stacy,18.1
230117007,230117,6,"{104037,105023,104018,104023,101014,104016}",Xerxes,40.95
230117008,230117,7,"{101020,103001,106003,103001,104002,104018,201002}",Cecile,29.85
230117009,230117,5,"{104003,103001,105002,106007,103001}",Xerxes,22.25
230117010,230117,1,"{105030}",Emily,5.95
230117011,230117,2,"{104019,104008}",Tatiana,7.9
230117012,230117,5,"{102003,105011,104012,104009,104001}",Felix,16.3
230117013,230117,9,"{105013,106006,105003,102006,106011,104045,103001,104035,104015}",Bethany,36.35
230117014,230117,7,"{105005,105027,105023,104035,101003,101022,102007}",Lily,30.5
230117015,230117,9,"{103001,101008,102002,103001,105013,104039,101022,105024,104013}",Oppenheimer,40.4
230117016,230117,2,"{104041,104004}",Indigo,6.2
230117017,230117,4,"{104008,201001,102017,104044}",Kelly,9.25
230117018,230117,6,"{201021,105010,101001,101004,101002,201013}",Felix,21.2
230117019,230117,3,"{105011,104042,106001}",Gabe,14.05
230117020,230117,1,"{105007}",Kelly,4.95
230117021,230117,7,"{101003,104005,104026,105030,104016,101019,103001}",Rebecca,29.25
230117022,230117,4,"{201009,103001,105021,101009}",Cecile,19.6
230117023,230117,9,"{105005,102001,101017,101012,104030,104037,201018,105025,101007}",Xerxes,33.85
230117024,230117,3,"{201016,201010,105024}",Gabe,12.15
230117025,230117,9,"{102010,104045,104007,201004,102014,103001,105030,105008,103001}",Jessica,30.25
230117026,230117,8,"{106001,104006,101004,104004,103001,201004,201015,102004}",Zimbabwe,24.15
230117027,230117,7,"{201015,105012,101008,104023,101013,104021,103001}",Vector,29.3
230117028,230117,8,"{106010,104026,104020,105011,103001,105011,106010,103001}",Oppenheimer,38.9
230117029,230117,9,"{201022,105022,105006,103001,104036,101009,104041,102009,101004}",Precilla,35.7
230117030,230117,4,"{105029,104040,103001,103001}",Gabe,17.2
230117031,230117,5,"{104018,201009,104018,201007,201020}",Cecile,17.05
230117032,230117,8,"{104044,104004,102012,105002,104018,103001,104045,104045}",Lily,27.95
230117033,230117,5,"{104019,201021,105027,201021,106011}",Xerxes,21.05
230117034,230117,5,"{102014,201013,103001,103001,102009}",Rebecca,16.15
230117035,230117,4,"{104004,102015,102017,105027}",Rebecca,10.2
230117036,230117,2,"{106011,102019}",Bethany,3.95
230117037,230117,5,"{101010,104007,103001,103001,104018}",Vector,21.35
230117038,230117,7,"{101024,105007,105005,101021,103001,106011,105026}",Bethany,36.55
230117039,230117,7,"{103001,102017,103001,103001,103001,105023,103001}",Quavo,28.1
230117040,230117,9,"{104018,105027,105008,101006,103001,201010,201014,103001,102006}",Wylie,37.15
230117041,230117,9,"{201005,104023,201020,104007,101018,106003,103001,102019,104032}",Cecile,28.35
230117042,230117,2,"{201017,106001}",Wylie,8.2
230117043,230117,8,"{103001,101019,201005,104044,101023,105016,201016,106009}",Stacy,31.2
230117044,230117,8,"{106001,104023,201022,104033,103001,101016,102014,103001}",Natalie,27.7
230117045,230117,4,"{103001,104042,104007,102008}",Wylie,12.95
230117046,230117,9,"{106012,102014,201009,103001,103001,104045,103001,104002,104016}",Jessica,32.5
230117047,230117,1,"{104010}",Gabe,2.95
230117048,230117,3,"{104027,104031,104029}",Indigo,14.55
230117049,230117,3,"{104022,103001,104027}",Kelly,14.85
230117050,230117,7,"{102003,102006,103001,106010,105023,102005,201002}",Lily,18.85
230117051,230117,8,"{101010,105020,105023,104021,105019,101016,103001,101016}",Oppenheimer,31.0
230117052,230117,9,"{104040,104022,102009,103001,104025,106008,101006,104013,104006}",Stacy,31.8
230117053,230117,6,"{104027,102012,103001,104013,201007,105028}",Amy,22.95
230117054,230117,1,"{103001}",Tatiana,5.65
230117055,230117,1,"{104022}",Zimbabwe,4.65
230117056,230117,2,"{201020,104024}",Madison,8.6
230117057,230117,1,"{101022}",Indigo,4.75
230117058,230117,3,"{106010,106005,103001}",Emily,11.95
230117059,230117,1,"{104013}",Rebecca,3.45
230117060,230117,5,"{103001,104006,101006,101009,105027}",Helen,23.15
230117061,230117,8,"{103001,104038,105015,104026,101004,103001,101024,104029}",Quavo,40.1
230117062,230117,1,"{201009}",Xerxes,3.75
230117063,230117,5,"{106011,101019,103001,101019,201004}",Helen,18.25
230117064,230117,3,"{101011,103001,104001}",Xerxes,11.35
230117065,230117,2,"{101015,103001}",Bethany,5.65
230117066,230117,9,"{201015,103001,104018,104007,101023,105003,103001,201020,201013}",Gabe,34.85
230117067,230117,7,"{104008,103001,101002,104015,201008,201022,101008}",Felix,26.95
230117068,230117,5,"{104021,103001,105021,201011,201005}",Emily,19.85
230117069,230117,3,"{201022,201019,103001}",Stacy,11.75
230117070,230117,9,"{104036,102020,105009,105029,104004,102007,105013,103001,105020}",Uranium,34.45
230117071,230117,9,"{103001,101023,104022,104006,106011,103001,103001,103001,105004}",Zimbabwe,42.75
230117072,230117,5,"{103001,201010,105002,104001,104022}",Jessica,22.15
230117073,230117,3,"{201009,103001,103001}",Stacy,14.45
230117074,230117,8,"{104023,104007,101013,103001,101006,103001,101010,103001}",Precilla,31.55
230117075,230117,2,"{105021,101017}",Uranium,5.95
230117076,230117,6,"{102006,201013,105017,103001,101014,102013}",Xerxes,34.4
230117077,230117,9,"{101003,103001,201020,105030,105024,103001,101023,105027,106004}",Lily,40.85
230117078,230117,1,"{201003}",Madison,2.25
230117079,230117,3,"{104013,103001,101006}",Kelly,13.65
230117080,230117,7,"{105009,102003,201013,104032,103001,201004,101001}",Emily,23.6
230117081,230117,8,"{106005,102020,105026,105021,104005,104012,104016,102013}",Zimbabwe,25.3
230117082,230117,2,"{105022,105029}",Tatiana,10.6
230117083,230117,6,"{104043,104028,201004,106007,201012,101002}",Amy,18.2
230117084,230117,4,"{201008,201004,103001,103001}",Kelly,13.0
230117085,230117,6,"{104035,101003,103001,103001,103001,103001}",Madison,26.9
230117086,230117,2,"{101014,104036}",Helen,24.95
230117087,230117,4,"{103001,201017,102003,104008}",Amy,13.15
230117088,230117,1,"{102017}",Oppenheimer,0.5
230117089,230117,6,"{106005,102005,102017,101021,104011,105011}",Indigo,17.6
230117090,230117,9,"{103001,104044,201015,106005,101006,104022,105023,103001,103001}",Oppenheimer,39.15
230117091,230117,4,"{104002,104026,106010,103001}",Zimbabwe,15.5
230117092,230117,3,"{105007,104015,105003}",Madison,15.15
230117093,230117,8,"{105019,105006,103001,103001,101014,104023,101008,105003}",Natalie,57.55
230117094,230117,4,"{103001,104044,201013,104027}",Precilla,17.1
230117095,230117,8,"{104030,106003,101023,103001,105019,101021,201017,101021}",Tatiana,38.2
230117096,230117,7,"{105014,103001,101023,102016,103001,101001,103001}",Emily,29.8
230117097,230117,7,"{104014,104021,103001,102018,102010,103001,103001}",Uranium,25.95
230117098,230117,3,"{101009,103001,104041}",Wylie,12.85
230117099,230117,5,"{201018,104011,103001,101016,104014}",Oppenheimer,14.8
230117100,230117,4,"{101019,104032,103001,103001}",Cecile,19.5
230117101,230117,9,"{102004,102018,105022,201013,106007,201021,103001,101001,101010}",Felix,26.75
230117102,230117,3,"{201007,201012,103001}",Oppenheimer,11.35
230117103,230117,9,"{105009,103001,105008,104035,102015,106004,105026,103001,104039}",Wylie,39.2
230117104,230117,1,"{101008}",Tatiana,4.65
230117105,230117,5,"{102012,103001,104013,201003,101004}",Wylie,13.6
230117106,230117,8,"{102013,101018,104008,106004,104016,105027,104003,103001}",Quavo,24.6
230117107,230117,5,"{104042,105011,101015,201014,104033}",Xerxes,18.2
230117108,230117,7,"{104009,201006,104039,201006,102015,103001,105016}",Xerxes,25.7
230117109,230117,9,"{104028,201007,104037,104012,106008,106003,102001,201009,201017}",Helen,33.4
230117110,230117,9,"{101009,104019,201018,105003,105013,101015,101008,104026,105001}",Oppenheimer,37.0
230117111,230117,8,"{102004,201010,105013,103001,102011,103001,104041,201018}",Indigo,24.9
230117112,230117,5,"{104018,106003,101004,104016,106009}",Oppenheimer,20.55
230117113,230117,5,"{103001,101003,104029,102011,105015}",Amy,20.4
230117114,230117,3,"{103001,105025,105014}",Oppenheimer,16.05
230117115,230117,5,"{102002,101013,104029,103001,104043}",Natalie,14.85
230117116,230117,1,"{201001}",Natalie,2.25
230117117,230117,8,"{106004,101004,104032,201017,105002,104014,105024,103001}",Uranium,35.9
230117118,230117,9,"{104019,103001,104026,105006,201003,104033,102009,106001,201020}",Bethany,35.0
230117119,230117,4,"{104001,103001,201006,104008}",Cecile,14.3
230117120,230117,7,"{105003,105014,104021,101009,104006,103001,101010}",Helen,33.85
230117121,230117,6,"{103001,106008,105007,102019,104010,101022}",Xerxes,22.05
230117122,230117,4,"{101017,104030,104035,104041}",Jessica,13.35
230117123,230117,4,"{105016,105001,103001,105005}",Stacy,20.7
230117124,230117,3,"{104011,105013,201005}",Cecile,10.45
230117125,230117,8,"{103001,102001,103001,101019,105017,104041,103001,104030}",Quavo,31.35
230117126,230117,3,"{104011,201005,105011}",Cecile,11.15
230117127,230117,4,"{103001,102007,104039,104003}",Madison,13.35
230117128,230117,9,"{103001,106006,106006,103001,106010,105019,103001,201011,104042}",Natalie,36.75
230117129,230117,8,"{103001,105024,101012,201005,106006,104011,103001,103001}",Uranium,33.2
230117130,230117,2,"{104009,105019}",Felix,8.4
230117131,230117,8,"{105030,105003,201016,106007,106002,106007,102014,105019}",Quavo,32.95
230117132,230117,1,"{201001}",Cecile,2.25
230117133,230117,4,"{102018,104002,102004,106009}",Amy,8.2
230117134,230117,1,"{104008}",Helen,3.25
230117135,230117,4,"{103001,104022,104038,105003}",Tatiana,20.1
230117136,230117,8,"{106002,102007,101019,103001,201012,104024,104014,105028}",Lily,32.85
230117137,230117,2,"{102001,103001}",Tatiana,6.65
230117138,230117,5,"{201016,104006,104038,103001,104003}",Zimbabwe,18.65
230117139,230117,4,"{101001,106004,201011,104038}",Uranium,13.3
230118000,230118,1,"{104040}",Vector,2.95
230118001,230118,4,"{104012,105006,102004,201010}",Quavo,13.45
230118002,230118,1,"{103001}",Emily,4.65
230118003,230118,5,"{104045,104033,102010,105012,201009}",Quavo,19.4
230118004,230118,2,"{103001,105010}",Indigo,7.4
230118005,230118,6,"{104027,102004,104016,201011,104043,105008}",Tatiana,19.75
230118006,230118,3,"{102019,104006,104036}",Vector,8.4
230118007,230118,9,"{106012,103001,105012,104028,104015,104044,102016,103001,103001}",Gabe,37.8
230118008,230118,6,"{201019,106001,201018,105016,106004,101007}",Felix,22.7
230118009,230118,1,"{103001}",Tatiana,3.65
230118010,230118,8,"{101007,104035,103001,104044,201005,104006,104008,103001}",Oppenheimer,30.9
230118011,230118,9,"{103001,102013,104041,102012,102010,103001,103001,103001,104006}",Amy,28.0
230118012,230118,7,"{201013,105006,104015,201004,201009,105023,102016}",Quavo,25.7
230118013,230118,4,"{106009,101015,101014,103001}",Vector,29.1
230118014,230118,5,"{103001,103001,104017,103001,201002}",Xerxes,20.05
230118015,230118,6,"{105022,103001,103001,103001,201002,105010}",Indigo,27.6
230118016,230118,3,"{102005,101009,103001}",Gabe,10.4
230118017,230118,3,"{103001,103001,104030}",Emily,12.25
230118018,230118,1,"{104004}",Natalie,2.95
230118019,230118,9,"{103001,104030,103001,102017,201018,103001,105007,101003,103001}",Tatiana,34.5
230118020,230118,9,"{201003,103001,201011,103001,104025,103001,103001,105001,103001}",Emily,38.05
230118021,230118,5,"{104045,201012,101004,103001,104012}",Rebecca,17.85
230118022,230118,6,"{104010,104025,101022,106005,102013,104015}",Quavo,20.15
230118023,230118,4,"{101012,101001,104039,201001}",Amy,14.8
230118024,230118,8,"{201018,103001,105030,104040,104019,103001,201007,106007}",Stacy,34.7
230118025,230118,4,"{102020,104022,105014,104033}",Felix,15.95
230118026,230118,1,"{101002}",Indigo,2.95
230118027,230118,8,"{103001,104028,101004,105011,105010,104041,104021,104034}",Uranium,37.5
230118028,230118,1,"{101021}",Felix,4.95
230118029,230118,1,"{105021}",Jessica,5.95
230118030,230118,7,"{104010,103001,105009,105004,103001,106010,201014}",Quavo,30.45
230118031,230118,7,"{105011,104017,105022,104044,106009,104026,201012}",Felix,29.25
230118032,230118,8,"{105027,201009,101002,105008,103001,201005,106007,101004}",Stacy,32.2
230118033,230118,6,"{105012,102008,103001,103001,102007,201006}",Precilla,20.6
230118034,230118,1,"{104023}",Precilla,4.95
230118035,230118,2,"{104028,103001}",Stacy,7.9
230118036,230118,3,"{104022,103001,201013}",Jessica,13.75
230118037,230118,5,"{102003,101020,102003,103001,105011}",Felix,15.65
230118038,230118,4,"{201017,105002,101016,104027}",Stacy,13.65
230118039,230118,5,"{104006,104044,103001,101019,101003}",Indigo,19.35
230118040,230118,5,"{104003,105010,103001,101020,201009}",Wylie,21.55
230118041,230118,4,"{106010,101002,201018,105018}",Stacy,15.1
230118042,230118,4,"{103001,105018,102017,104040}",Cecile,14.15
230118043,230118,8,"{105021,101018,103001,105008,105001,104038,103001,103001}",Wylie,35.65
230118044,230118,7,"{103001,103001,103001,105008,102013,103001,102019}",Wylie,24.25
230118045,230118,3,"{101019,101015,106012}",Tatiana,8.4
230118046,230118,8,"{105002,103001,104013,102017,101010,106001,102001,201022}",Vector,28.0
230118047,230118,1,"{201014}",Jessica,3.45
230118048,230118,6,"{103001,102016,103001,103001,104040,105003}",Kelly,24.95
230118049,230118,4,"{103001,103001,102002,105030}",Zimbabwe,15.55
230118050,230118,8,"{104016,104027,103001,201007,104009,101016,104029,106008}",Cecile,28.65
230118051,230118,1,"{105017}",Emily,5.45
230118052,230118,2,"{105008,101004}",Felix,9.4
230118053,230118,5,"{201013,104028,105021,105013,103001}",Wylie,24.65
230118054,230118,5,"{102001,105025,105013,104015,106004}",Uranium,18.3
230118055,230118,7,"{103001,103001,101014,104042,101017,102002,105017}",Kelly,39.0
230118056,230118,3,"{102010,102002,105020}",Vector,7.05
230118057,230118,5,"{104006,201006,101013,101014,103001}",Natalie,33.05
230118058,230118,9,"{104027,101016,201021,104038,104021,104013,106001,102016,101011}",Cecile,31.65
230118059,230118,4,"{103001,103001,103001,104004}",Jessica,17.2
230118060,230118,2,"{103001,201011}",Xerxes,8.7
230118061,230118,5,"{104010,201018,106009,101004,104005}",Natalie,17.35
230118062,230118,9,"{103001,101005,103001,103001,103001,104017,201015,101018,101009}",Felix,35.6
230118063,230118,3,"{103001,103001,104037}",Cecile,13.85
230118064,230118,8,"{101021,103001,201012,103001,103001,102010,201012,104001}",Xerxes,31.35
230118065,230118,7,"{105007,104007,103001,102019,104018,102001,102007}",Madison,17.8
230118066,230118,2,"{103001,104020}",Stacy,8.3
230118067,230118,4,"{101011,103001,101014,105021}",Indigo,35.25
230118068,230118,3,"{101004,106010,201010}",Natalie,10.45
230118069,230118,1,"{104025}",Vector,3.95
230118070,230118,4,"{102010,105011,103001,101024}",Jessica,15.85
230118071,230118,2,"{104023,104042}",Jessica,8.4
230118072,230118,9,"{102016,102001,105013,104025,104036,104020,103001,103001,104015}",Madison,33.85
230118073,230118,7,"{105021,104041,201018,102016,201016,101007,101024}",Gabe,25.2
230118074,230118,6,"{201002,201011,105022,102019,105003,102010}",Felix,16.8
230118075,230118,5,"{103001,103001,104004,201007,201003}",Oppenheimer,17.65
230118076,230118,8,"{101008,104015,106004,103001,104041,101003,101007,104024}",Stacy,32.5
230118077,230118,3,"{104004,104016,104001}",Zimbabwe,8.85
230118078,230118,3,"{103001,103001,102010}",Felix,11.5
230118079,230118,5,"{101007,104009,105009,104011,104013}",Uranium,20.05
230118080,230118,5,"{105005,102020,106011,106010,103001}",Cecile,19.1
230118081,230118,2,"{103001,101013}",Madison,6.35
230118082,230118,4,"{101019,106002,104017,106005}",Helen,16.1
230118083,230118,5,"{201006,103001,103001,101023,104035}",Madison,23.35
230118084,230118,1,"{102008}",Precilla,0.6
230118085,230118,5,"{101017,103001,103001,101022,105016}",Felix,20.8
230118086,230118,8,"{201017,102018,103001,104033,103001,104025,201001,102003}",Madison,26.2
230118087,230118,8,"{105025,102008,201014,201014,105009,104007,102009,104006}",Rebecca,25.4
230118088,230118,6,"{201009,101002,104045,104043,103001,103001}",Cecile,23.0
230118089,230118,7,"{104042,103001,102018,104027,101011,105015,103001}",Natalie,29.2
230118090,230118,5,"{103001,102010,104035,201003,104022}",Precilla,17.2
230118091,230118,5,"{103001,103001,101018,103001,102008}",Emily,14.05
230118092,230118,3,"{103001,101009,101001}",Gabe,12.75
230118093,230118,3,"{104002,104031,201010}",Lily,11.15
230118094,230118,1,"{105024}",Zimbabwe,5.95
230118095,230118,4,"{104024,101021,103001,104026}",Quavo,19.7
230118096,230118,9,"{101008,104024,105002,101017,104036,201016,103001,103001,201004}",Kelly,33.6
230118097,230118,4,"{105005,102014,201021,101017}",Xerxes,10.5
230118098,230118,9,"{104027,104032,104016,105017,103001,201021,103001,103001,104012}",Oppenheimer,39.95
230118099,230118,5,"{104020,106008,101023,105017,104014}",Indigo,23.55
